time,cpu_affinity,pid,rss,cpu,fault_flag
2022-11-23 11:36:00,37494,37494,22038446080,193.82,0
2022-11-23 11:36:00,37768,37768,22022193152,192.97,0
2022-11-23 11:36:00,37775,37775,21875654656,193.08,0
2022-11-23 11:36:00,37699,37699,21898919936,193.03,0
2022-11-23 11:36:00,37423,37423,21963669504,193.74,0
2022-11-23 11:37:00,37426,37426,21990735872,193.51,0
2022-11-23 11:37:00,37563,37563,21988442112,193.81,0
2022-11-23 11:37:00,37631,37631,21850882048,193.92,0
2022-11-23 11:37:00,37494,37494,22038446080,193.41,0
2022-11-23 11:37:00,37768,37768,22022193152,192.87,0
2022-11-23 11:37:00,37775,37775,21875654656,192.48,0
2022-11-23 11:37:00,37699,37699,21898919936,192.72,0
2022-11-23 11:37:00,37423,37423,21963669504,193.18,0
2022-11-23 11:38:00,37426,37426,21990735872,198.0,0
2022-11-23 11:38:00,37563,37563,21988442112,199.28,0
2022-11-23 11:38:00,37631,37631,21850882048,199.93,0
2022-11-23 11:38:00,37494,37494,22038446080,199.01,0
2022-11-23 11:38:00,37768,37768,22022193152,198.67,0
2022-11-23 11:38:00,37775,37775,21875654656,197.85,0
2022-11-23 11:38:00,37699,37699,21898919936,197.76,0
2022-11-23 11:38:00,37423,37423,21963669504,199.04,0
2022-11-23 11:39:00,37426,37426,21990735872,186.53,0
2022-11-23 11:39:00,37563,37563,21988442112,187.97,0
2022-11-23 11:39:00,37631,37631,21850882048,188.55,0
2022-11-23 11:39:00,37494,37494,22038446080,188.03,0
2022-11-23 11:39:00,37768,37768,22022193152,188.21,0
2022-11-23 11:39:00,37775,37775,21875654656,186.34,0
2022-11-23 11:39:00,37699,37699,21898919936,187.28,0
2022-11-23 11:39:00,37423,37423,21963669504,187.77,0
2022-11-23 11:40:00,37426,37426,21990735872,192.51,0
2022-11-23 11:40:00,37563,37563,21988442112,192.36,0
2022-11-23 11:40:00,37631,37631,21850882048,193.82,0
2022-11-23 11:40:00,37494,37494,22038446080,192.6,0
2022-11-23 11:40:00,37768,37768,22022193152,192.69,0
2022-11-23 11:40:00,37775,37775,21875654656,191.81,0
2022-11-23 11:40:00,37699,37699,21898919936,192.53,0
2022-11-23 11:40:00,37423,37423,21963669504,192.38,0
2022-11-23 11:41:00,37426,37426,21990735872,192.9,0
2022-11-23 11:41:00,37563,37563,21988442112,192.64,0
2022-11-23 11:41:00,37631,37631,21850882048,193.71,0
2022-11-23 11:41:00,37494,37494,22038446080,192.11,0
2022-11-23 11:41:00,37768,37768,22022193152,192.52,0
2022-11-23 11:41:00,37775,37775,21875654656,192.24,0
2022-11-23 11:41:00,37699,37699,21898919936,193.09,0
2022-11-23 11:41:00,37423,37423,21963669504,192.46,0
2022-11-23 11:42:00,37426,37426,21990735872,193.38,0
2022-11-23 11:42:00,37563,37563,21988442112,193.17,0
2022-11-23 11:42:00,37631,37631,21850882048,194.42,0
2022-11-23 11:42:00,37494,37494,22038446080,192.74,0
2022-11-23 11:42:00,37768,37768,22022193152,192.28,0
2022-11-23 11:42:00,37775,37775,21875654656,193.29,0
2022-11-23 11:42:00,37699,37699,21898919936,193.02,0
2022-11-23 11:42:00,37423,37423,21963669504,192.07,0
2022-11-23 11:43:00,37426,37426,21990801408,195.18,0
2022-11-23 11:43:00,37563,37563,21988442112,194.9,0
2022-11-23 11:43:00,37631,37631,21850882048,196.5,0
2022-11-23 11:43:00,37494,37494,22038446080,194.03,0
2022-11-23 11:43:00,37768,37768,22022193152,193.89,0
2022-11-23 11:43:00,37775,37775,21875654656,194.27,0
