name,mac_tx_pfc_pkt_num,mac_rx_pfc_pkt_num,roce_rx_rc_pkt_num,roce_rx_all_pkt_num,roce_tx_rc_pkt_num,roce_tx_all_pkt_num,label,t_congestion_index,r_congestion_index
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.11_NPU1,0.0012281756788846475,0.001134143147487911,0.9988196189361143,0.9988196189361143,0.9987405777712809,0.9987405777712809,0,0.0009006969924664835,0.0015502791069176563
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.11_NPU2,0.0007562758857796915,0.0015181320574362603,0.9984333527559892,0.9984333527559892,0.9992106074978512,0.9992106074978512,0,0.0012064070390074451,0.0009539372889339209
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.11_NPU3,0.0014572190150461467,0.0012526276050820865,0.9987013974200124,0.9987013974200124,0.9985117364365449,0.9985117364365449,0,0.0009951779830847907,0.0018393196782343377
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.11_NPU4,0.0008959893011900447,0.0011167400886537527,0.9988375266717622,0.9988375266717622,0.9990729264385985,0.9990729264385985,0,0.0008870137311430071,0.0011304010358794633
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.11_NPU5,0.001343411756437264,0.0010838675926435658,0.9988673173884417,0.9988673173884417,0.9986228897785624,0.9986228897785624,0,0.0008608787588810352,0.0016956416033941414
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.11_NPU6,0.0006860461423638374,0.0011218290346110917,0.9988303700359517,0.9988303700359517,0.9992816664292216,0.9992816664292216,0,0.0008910498371091781,0.0008653630533115949
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.11_NPU7,0.0007999177549002983,0.0010068130915468197,0.9989464068565621,0.9989464068565621,0.9991684912813444,0.9991684912813444,0,0.0007995583563666879,0.0010091671490887924
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.12_NPU0,0.0019007707891435285,0.0007264547525852367,0.999226446621146,0.999226446621146,0.998051844999149,0.998051844999149,0,0.0008550045654752574,0.0016193952568238435
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.12_NPU1,0.0016284029044094973,0.000776824572011365,0.9991741304647271,0.9991741304647271,0.9983216393952263,0.9983216393952263,0,0.0009145122624638126,0.0013867035374885424
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.12_NPU2,0.002792528178254986,0.0009531880892916141,0.9992814558233007,0.9992814558233007,0.9974900927366751,0.9974900927366751,0,0.001122029490956909,0.002379991906511167
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.12_NPU3,0.0022390339565396856,0.0012415292252971478,0.9987145672056099,0.9987145672056099,0.9977169603845114,0.9977169603845114,0,0.0014616732076147298,0.0019086161806031944
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.12_NPU4,0.0011850798023041224,0.0007563628325594872,0.9991964917373618,0.9991964917373618,0.998767474020735,0.998767474020735,0,0.0008902816363595252,0.00100886967826408
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.12_NPU5,0.0012005620740074966,0.0009609331000926533,0.9989928281135919,0.9989928281135919,0.9987526255629695,0.9987526255629695,0,0.0011312743165858238,0.001022090946091256
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.12_NPU6,0.0017370716400166865,0.0007317451363798897,0.9992215044029514,0.9992215044029514,0.998215370353742,0.998215370353742,0,0.0008613247012812909,0.0014795329701349546
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.12_NPU7,0.002313571523027154,0.0008509507226618279,0.9991032897045894,0.9991032897045894,0.9976404729601887,0.9976404729601887,0,0.0010015581442063385,0.0019720899785864313
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.13_NPU0,0.001419032742049854,0.0010633522490308158,0.9988869849195148,0.9988869849195148,0.9985402862955494,0.9985402862955494,0,0.00100851987962314,0.0015000411090230518
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.13_NPU1,0.0023935781400170326,0.0013435849107352534,0.999305456827063,0.9993054709535564,0.9982283996643485,0.9982284130373394,0,0.0012741758459123773,0.0025302018406580134
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.13_NPU2,0.0011480887538374688,0.0009015826285808872,0.9990482446486408,0.9990482446486408,0.9988109300640468,0.9988109300640468,0,0.0008547955003067465,0.0012135258262775154
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.13_NPU3,0.0008642800393710912,0.0008566148457530096,0.9995700320052268,0.9995700461377536,0.9995493844481512,0.9995493978362179,0,0.0008118567164310247,0.0009127318314250645
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.13_NPU4,0.001573292434467906,0.0008492822829683846,0.9991025209721859,0.9991025209721859,0.9983875503857917,0.9983875503857917,0,0.0008053107957897006,0.0016633696986150894
